+33;+90;0;-33;-90;180;+60;-60;+20;-20;stop;forward;backward;left;right;
0.246854;0.20416;0.347669;0.341878;0.153679;0.2553;0.174757;0.266761;0.375669;0.362248;0;1;0;0;0;
0.253485;0.148617;0.291298;0.321996;0.183073;0.276566;0.131407;0.251903;0.359229;0.293908;0;1;0;0;0;
0.215821;0.183902;0.269846;0.27775;0.202609;0.31225;0.170584;0.238431;0.317135;0.277298;0;1;0;0;0;
0.239611;0.146186;0.230029;0.297713;0.201766;0.31796;0.142104;0.277683;0.299189;0.223457;0;1;0;0;0;
0.224588;0.122275;0.214953;0.214837;0.20487;0.356081;0.152173;0.248221;0.246543;0.237183;0;1;0;0;0;
0.206937;0.158992;0.194901;0.195628;0.226829;0.395014;0.115546;0.308162;0.242157;0.214266;0;1;0;0;0;
0.197178;0.122491;0.201505;0.204147;0.235465;0.403318;0.130865;0.266276;0.184792;0.158104;0;1;0;0;0;
0.193042;0.158311;0.171959;0.136931;0.184214;0.444801;0.125463;0.258449;0.166544;0.161396;0;1;0;0;0;
0.174735;0.0603411;0.707754;0.161228;0.0558256;0.0241996;0.118876;0.0819195;0.700821;0.498959;0;1;0;0;0;
0.201732;0.111816;0.671458;0.172541;0.0539134;0.0795427;0.122311;0.116337;0.677;0.492629;0;1;0;0;0;
0.740426;0.071701;0.631852;0.191494;0.10648;0.11929;0.119175;0.0796478;0.655208;0.444231;0;1;0;0;0;
0.720817;0.106117;0.616091;0.199107;0.106505;0.142637;0.0676304;0.113825;0.632254;0.441037;0;1;0;0;0;
0.68601;0.0526112;0.54853;0.162143;0.056068;0.153582;0.0927528;0.103908;0.579889;0.481671;0;1;0;0;0;
0.657537;0.111439;0.563828;0.163357;0.0905206;0.185104;0.12277;0.105763;0.568344;0.445478;0;1;0;0;0;
0.610809;0.0819188;0.497421;0.190739;0.0982559;0.19464;0.107397;0.0709197;0.51851;0.465474;0;1;0;0;0;
0.568296;0.0717145;0.513192;0.162577;0.0704069;0.235056;0.0990339;0.0779024;0.489259;0.444181;0;1;0;0;0;
0.560321;0.0556986;0.430728;0.210082;0.0687203;0.275815;0.458156;0.0680615;0.452433;0.474527;0;1;0;0;0;
0.509802;0.0614163;0.408879;0.211648;0.108211;0.288244;0.487915;0.123803;0.479785;0.421968;0;1;0;0;0;
0.473879;0.111189;0.389315;0.188196;0.056997;0.318004;0.493117;0.081112;0.408103;0.398754;0;1;0;0;0;
0.457398;0.0573371;0.378079;0.179647;0.0690546;0.378906;0.461514;0.0993192;0.369783;0.408064;0;0;0;1;0;
0.498075;0.0759976;0.343659;0.251297;0.0714823;0.377142;0.431268;0.0818817;0.397637;0.374835;0;0;0;1;0;
0.569815;0.0858504;0.396673;0.356206;0.0848893;0.358322;0.395094;0.158324;0.418627;0.399179;0;0;0;1;0;
0.486913;0.109532;0.412413;0.361098;0.10802;0.400594;0.402149;0.138921;0.453227;0.351145;0;0;0;1;0;
0.489506;0.125877;0.417913;0.362886;0.068193;0.261492;0.404336;0.220181;0.540903;0.387196;0;0;0;1;0;
0.455421;0.107966;0.451478;0.369994;0.119295;0.197303;0.373196;0.231732;0.565162;0.408716;0;0;0;1;0;
0.415307;0.102382;0.502022;0.364431;0.108914;0.154568;0.0748914;0.343807;0.502858;0.428422;0;1;0;0;0;
0.407057;0.0720972;0.446688;0.354321;0.140481;0.193837;1.24189;0.357861;0.484411;0.353604;0;1;0;0;0;
0.379287;0.0543903;0.40678;0.316327;0.186086;0.219353;0.340472;0.388593;0.433709;0.334149;0;1;0;0;0;
0.345666;0.0512542;0.398783;0.31634;0.172024;0.245555;0.362222;0.333693;0.406236;0.302954;0;1;0;0;0;
0.345039;0.887988;0.364938;0.272563;0.176802;0.2496;0.349414;0.311839;0.414027;0.284245;0;1;0;0;0;
0.294905;0.953061;0.348311;0.228114;0.239111;0.299414;0.327421;0.324016;0.412559;0.27848;0;1;0;0;0;
0.271291;1.01401;0.288921;0.205247;0.257096;0.325471;0.273271;0.288476;0.381569;0.268819;0;1;0;0;0;
0.295695;1.04677;0.287422;0.223256;0.290595;0.349634;0.299918;0.27013;0.366218;0.258872;0;1;0;0;0;
0.272037;1.08223;0.286114;0.16467;0.292624;0.394712;0.266569;0.227205;0.304575;0.224653;0;0;0;1;0;
0.248899;0.908846;0.295443;0.204347;0.308193;0.290703;0.266971;0.201542;0.30292;0.247012;0;0;0;1;0;
0.208567;0.819561;0.35015;0.171185;0.371389;0.267558;0.259057;0.216918;0.261263;0.252884;0;0;0;1;0;
0.223165;0.737981;0.333987;0.227561;0.282874;0.22411;0.290295;0.214666;0.238369;0.252762;0;0;0;1;0;
0.202569;0.706116;0.249326;0.248067;0.271971;0.225004;0.30634;0.215899;0.259035;0.302873;0;0;0;1;0;
0.243461;0.633043;0.228916;0.25267;0.272322;0.184111;1.0839;0.209825;0.239982;0.352039;0;0;0;1;0;
0.239586;0.63409;0.254122;0.282523;0.248103;0.204682;0.902162;0.205871;0.221945;0.278453;0;0;0;1;0;
0.224687;0.641627;0.251051;0.301691;0.24629;0.182796;0.820418;0.251215;0.225286;0.244347;0;1;0;0;0;
0.235097;0.609088;0.213884;0.315511;0.23963;0.221987;0.862365;0.252183;0.221217;0.228421;0;1;0;0;0;
0.189174;0.615797;0.173461;0.296829;0.240878;0.237391;0.824346;0.213016;0.172766;0.210326;0;1;0;0;0;
0.148016;0.661333;0.164538;0.211581;0.208577;0.272284;0.869353;0.228438;0.128235;0.194247;0;1;0;0;0;
0.108454;0.660174;0.0950999;0.189331;0.222284;0.313614;0.828252;0.186794;0.110577;0.127631;0;0;0;1;0;
0.154907;0.604121;0.0834467;0.176769;0.185858;0.282481;0.762834;0.246463;0.134386;0.155066;0;0;0;1;0;
0.167779;0.630363;0.102583;0.17466;0.239987;0.302082;0.716646;0.21861;0.0888863;0.117963;0;0;0;1;0;
0.192942;0.625205;0.10679;0.119651;0.194601;0.256007;0.684629;0.24401;0.141781;0.132496;0;0;0;1;0;
0.850797;0.287793;0.0938022;0.100609;0.196261;0.261538;0.666789;0.212378;0.139511;0.13535;0;0;0;1;0;
0.805894;0.204;0.117388;0.0887132;0.234918;0.319026;0.61715;0.192971;0.168428;0.0957381;0;0;0;1;0;
0.692738;0.168032;0.104507;0.109298;0.239969;0.300159;0.636471;0.196807;0.173968;0.11221;0;0;0;1;0;
0.650385;0.756005;0.160459;0.0889727;0.284541;0.326914;0.584241;0.155335;0.869836;0.120777;0;0;0;1;0;
0.65431;0.645738;0.19454;0.0874089;0.30712;0.354459;0.621152;0.15662;0.788257;0.148756;0;0;0;1;0;
0.599491;0.540531;0.923809;0.105262;0.305698;0.323432;0.367142;0.144247;0.679473;0.161856;0;0;0;1;0;
0.60832;0.49719;0.784707;0.108197;0.240948;0.241633;0.217557;0.166346;0.625203;0.17483;0;0;0;1;0;
0.583225;0.407344;0.755222;0.12363;0.221708;0.255459;0.112781;0.12851;0.60965;0.159569;0;0;0;1;0;
0.598498;0.410736;0.673765;0.153795;0.222843;0.196942;0.696072;0.155568;0.578545;0.841941;0;0;0;1;0;
0.448832;0.34758;0.608975;0.169661;0.204329;0.167738;0.604143;0.140193;0.580007;0.800045;0;1;0;0;0;
0.51434;0.367213;0.577901;0.158514;0.143646;0.224794;0.643543;0.105819;0.566752;0.753579;0;1;0;0;0;
0.531468;0.40725;0.593659;1.01511;0.17943;0.260892;0.12513;0.103792;0.517764;0.70447;0;1;0;0;0;
0.468334;0.420236;0.555177;0.976807;0.129906;0.292946;0.101093;0.0842713;0.505932;0.698015;0;1;0;0;0;
0.457273;0.421308;0.534775;0.949944;0.146406;0.325229;0.150986;0.11362;0.457669;0.667406;0;1;0;0;0;
0.416038;0.446464;0.491932;0.87122;0.14219;0.358443;0.148251;0.0795991;0.420947;0.580012;0;1;0;0;0;
0.436221;0.0695855;0.458885;0.860773;0.109435;0.383319;0.159715;0.044357;0.405387;0.58675;0;1;0;0;0;
0.40071;0.111466;0.429651;0.810773;0.114232;0.371773;0.210868;0.90283;0.379761;0.506367;0;1;0;0;0;
0.335119;0.109075;0.41353;0.715685;0.0798147;0.392115;0.227152;0.900766;0.355952;0.487495;0;0;0;0;1;
0.371168;0.106738;0.421872;0.897553;0.0740574;0.43626;0.264014;0.902073;0.368632;0.58571;0;0;0;0;1;
0.337694;0.150541;0.48718;0.949691;0.107591;0.511523;0.389289;0.0555478;0.403267;0.643397;0;0;0;0;1;
0.364244;0.174379;0.513022;0.909511;0.0980226;0.524459;0.382762;0.0675503;0.430874;0.794929;0;1;0;0;0;
0.329055;0.183576;0.491925;0.852021;0.0928587;0.547244;0.360786;0.0859048;0.378185;0.762727;0;1;0;0;0;
0.320353;0.231008;0.460017;0.863409;0.0768303;0.629707;0.391355;0.184754;0.392987;0.700976;0;1;0;0;0;
0.297355;0.217506;0.433962;0.84197;0.0498867;0.617157;0.368854;0.320106;0.344397;0.654009;0;1;0;0;0;
0.306607;0.280817;0.411952;0.78668;0.040779;0.656723;0.346826;0.382168;0.350742;0.603721;0;1;0;0;0;
0.229235;0.269264;0.35078;0.821712;0.0568984;0.666321;0.308352;0.81039;0.271072;0.548953;0;1;0;0;0;
0.264392;0.298851;0.375298;0.756649;0.10453;0.724292;0.275364;0.78072;0.264231;0.522264;0;1;0;0;0;
0.202681;0.365022;0.300746;0.745791;0.177521;0.725375;0.260507;0.794103;0.25731;0.501274;0;1;0;0;0;
0.222692;0.352699;0.320146;0.745595;0.172907;0.781189;0.198835;0.733494;0.20589;0.466499;0;1;0;0;0;
0.16183;0.354082;0.270651;0.737726;0.216833;0.822288;0.187957;0.744584;0.230002;0.399532;0;1;0;0;0;
0.155587;0.34941;0.229742;0.715517;0.225633;0.862169;0.162217;0.69164;0.168803;0.367661;0;0;0;0;1;
0.173828;0.266019;0.256773;0.685041;0.203158;0.832955;0.172297;0.743176;0.21276;0.502364;0;0;0;0;1;
0.142794;0.266868;0.342418;0.671157;0.200775;0.740926;0.1567;0.756097;0.245606;0.629265;0;0;0;0;1;
0.200128;0.241642;0.409137;0.654946;0.185952;0.274129;0.187911;0.367112;0.282435;0.692865;0;0;0;0;1;
0.176536;0.24312;0.50705;0.691277;0.175721;0.272733;0.147089;0.274994;0.292301;0.674019;0;0;0;0;1;
0.206626;0.21829;0.724143;0.673273;0.156403;0.25911;0.191071;0.234741;0.344505;0.66819;0;0;0;0;1;
0.30018;0.191277;0.704839;0.715234;0.139736;0.22989;0.195097;0.223123;0.444821;0.666791;0;1;0;0;0;
0.274272;0.205755;0.660608;0.662041;0.147049;0.246091;0.208833;0.198089;0.449062;0.622313;0;1;0;0;0;
0.283451;0.215572;0.647107;0.635667;0.138264;0.290964;0.168911;0.236033;0.425816;0.627363;0;1;0;0;0;
0.257808;0.169685;0.60313;0.603126;0.189432;0.321244;0.164926;0.220766;0.452319;0.552769;0;1;0;0;0;
0.264759;0.181322;0.569482;0.571101;0.198528;0.391309;0.165777;0.220425;0.387795;0.573841;0;1;0;0;0;
0.212446;0.142127;0.544229;0.58901;0.15925;0.39542;0.174239;0.226195;0.421529;0.517864;0;1;0;0;0;
0.20306;0.160323;0.526718;0.540919;0.177302;0.426992;0.17948;0.232911;0.407907;0.502532;0;1;0;0;0;
0.193658;0.185078;0.485567;0.486479;0.20863;0.465745;0.164052;0.240216;0.362435;0.491792;0;1;0;0;0;
0.21392;0.166687;0.418566;0.497635;0.193314;0.450562;0.144026;0.740582;0.359305;0.439754;0;1;0;0;0;
0.187426;0.128237;0.415058;0.439099;0.19769;0.493823;0.150724;0.668842;0.353967;0.429712;0;1;0;0;0;
0.158317;0.118755;0.40862;0.395227;0.189875;0.565473;0.108635;0.654448;0.322671;0.361981;0;1;0;0;0;
0.16692;0.140062;0.360345;0.350356;0.192185;0.56902;0.102228;0.582468;0.342193;0.372137;0;1;0;0;0;
0.191324;0.156612;0.359301;0.333711;0.215323;0.583853;0.116497;0.545785;0.310746;0.312513;0;1;0;0;0;
0.165316;0.133742;0.294364;0.328223;0.23036;0.638104;0.123675;0.503117;0.292616;0.319765;0;0;0;0;1;
0.182348;0.0936899;0.305175;0.353583;0.224999;0.583027;0.104726;0.573094;0.32453;0.297404;0;0;0;0;1;
0.273777;0.114309;0.268897;0.344084;0.225782;0.589796;0.12928;0.697724;0.32246;0.335619;0;0;0;0;1;
0.348588;0.134569;0.273495;0.428173;0.230944;0.597065;0.155689;0.775745;0.272491;0.339668;0;0;0;0;1;
0.316905;0.125806;0.29222;0.472805;0.22831;0.644305;0.191052;0.732236;0.277571;0.364278;0;0;0;0;1;
0.278623;0.114062;0.317554;0.51632;0.206788;0.492316;0.207404;0.215647;0.311031;0.397242;0;0;0;0;1;
0.296389;0.112295;0.319036;0.621311;0.21982;0.352582;0.254126;0.180019;0.312224;0.431972;0;1;0;0;0;
0.273253;0.119169;0.306106;0.567208;0.260683;0.353515;0.258528;0.178902;0.294308;0.395675;0;1;0;0;0;
0.214242;0.145621;0.260402;0.498432;0.210359;0.429691;0.316168;0.66028;0.222269;0.360599;0;1;0;0;0;
0.238825;0.190471;0.221898;0.454532;0.213846;0.439988;0.291641;0.641064;0.235022;0.311481;0;1;0;0;0;
0.165156;0.190338;0.195465;0.45037;0.220232;0.475829;0.290646;0.645566;0.176464;0.284299;0;1;0;0;0;
0.190592;0.197004;0.172134;0.382698;0.190071;0.473035;0.22018;0.634413;0.170194;0.246574;0;1;0;0;0;
0.16588;0.239571;0.181573;0.356303;0.139352;0.546478;0.216603;0.637437;0.150364;0.184303;0;1;0;0;0;
0.133403;0.22254;0.119645;0.288767;0.15681;0.549955;0.153054;0.627096;0.120197;0.174647;0;0;0;0;1;
0.0930206;0.232093;0.160073;0.371041;0.13926;0.394136;0.160682;0.616086;0.0883244;0.219847;0;0;0;0;1;
0.102633;0.269892;0.138045;0.513022;0.170555;0.330309;0.175909;0.597941;0.116529;0.252977;0;0;0;0;1;
0.0940924;0.288506;0.168036;0.598563;0.190207;0.265777;0.125014;0.606955;0.143103;0.30064;0;0;0;0;1;
0.121225;0.230558;0.227623;0.598228;0.214164;0.258305;0.132322;0.66298;0.155435;0.367735;0;0;0;0;1;
0.15405;0.191558;0.296277;0.587616;0.263453;0.220491;0.143912;0.697549;0.149048;0.541327;0;0;0;0;1;
0.146354;0.187095;0.359463;0.581293;0.33946;0.175614;0.147893;0.130921;0.219888;0.621143;0;0;0;0;1;
0.146439;0.202309;0.422159;0.587462;0.458603;0.193392;0.132471;0.169418;0.234476;0.612641;0;0;0;0;1;
0.187427;0.145832;0.646394;0.5805;1.21422;0.133406;0.167947;0.158921;0.283946;0.607113;0;0;0;0;1;
0.214616;0.175903;0.580402;0.624414;0.878778;0.180579;0.167531;0.169815;0.391966;0.593075;0;0;0;0;1;
0.253534;0.137463;0.564014;0.130535;0.852084;0.121783;0.15274;0.235425;0.52573;0.568345;0;1;0;0;0;
0.286043;0.17334;0.568242;0.606316;0.872442;0.1802;0.176654;0.175424;0.490875;0.538304;0;1;0;0;0;
0.2855;0.142511;0.540875;0.601084;0.874939;0.203499;0.166271;0.118691;0.52989;0.514517;0;1;0;0;0;
0.232537;0.161348;0.514223;0.596557;0.885554;0.252317;0.133927;0.111118;0.521611;0.478904;0;1;0;0;0;
0.218449;0.177478;0.48015;0.532279;0.836317;0.277513;0.156198;0.0370463;0.478025;0.449435;0;1;0;0;0;
0.239832;0.132751;0.444083;0.520434;1.18877;0.312425;0.144966;0.692286;0.470036;0.444276;0;1;0;0;0;
0.229086;0.167095;0.40395;0.474557;0.270404;0.317829;0.161156;0.683132;0.460469;0.394901;0;1;0;0;0;
0.235109;0.164691;0.390746;0.457973;0.0450962;0.332711;0.12363;0.660361;0.406827;0.41398;0;1;0;0;0;
0.200553;0.12464;0.368027;0.4203;0.529201;0.406927;0.161509;0.681158;0.359363;0.372931;0;1;0;0;0;
0.250711;0.135746;0.315983;0.384746;0.538739;0.417138;0.146984;0.644254;0.361473;0.312575;0;1;0;0;0;
0.191428;0.121379;0.300292;0.357198;0.541909;0.428982;0.114536;0.612348;0.328056;0.272519;0;1;0;0;0;
0.214407;0.11348;0.264367;0.317982;0.554605;0.461126;0.119985;0.554889;0.298196;0.248966;0;1;0;0;0;
0.20548;0.143616;0.21051;0.271924;0.567892;0.511939;0.110981;0.483848;0.268363;0.244404;0;0;0;0;1;
0.246558;0.123176;0.240192;0.326285;0.533023;0.50693;0.161894;0.601808;0.260843;0.271459;0;0;0;0;1;
0.245596;0.123967;0.236305;0.302648;0.546188;0.522943;0.151792;0.593631;0.235764;0.289025;0;0;0;0;1;
0.28057;0.146493;0.254287;0.370558;0.527544;0.480072;0.174154;0.561531;0.237949;0.28014;0;0;0;0;1;
0.250627;0.116772;0.278033;0.408158;0.29777;0.544242;0.241756;0.531849;0.230904;0.291546;0;0;0;0;1;
0.22015;0.14436;0.262444;0.500471;0.204696;0.348862;0.253672;0.557772;0.2211;0.36339;0;0;0;0;1;
0.231174;0.157116;0.267906;0.596839;0.146228;0.253365;0.31243;0.547194;0.240281;0.379271;0;0;0;0;1;
0.235218;0.189654;0.332886;0.576684;0.118502;0.190715;0.321701;0.534071;0.265794;0.485449;0;0;0;0;1;
0.219276;0.187953;0.369237;0.514251;0.110254;0.146403;0.308137;0.525209;0.303151;0.549733;0;0;0;0;1;
0.243339;0.217747;0.417193;0.500675;0.765413;0.113032;0.272823;0.375778;0.314572;0.574232;0;0;0;0;1;
0.271107;0.243245;0.513032;0.50383;0.707794;0.0886976;0.286735;0.215791;0.34175;0.517116;0;0;0;0;1;
0.271006;0.302352;0.621729;0.489279;0.634196;0.11121;0.271695;0.194029;0.391337;0.538339;0;1;0;0;0;
0.278906;0.343104;0.584382;0.453836;0.680301;0.139965;0.256577;0.210022;0.384002;0.495838;0;1;0;0;0;
0.275398;0.336746;0.553502;0.423447;0.0797901;0.143324;0.265796;0.208176;0.347016;0.455204;0;1;0;0;0;
0.27061;0.278171;0.490419;0.409339;0.129189;0.201607;0.240595;0.237839;0.321812;0.439271;0;1;0;0;0;
0.203557;0.27568;0.462024;0.423953;0.104079;0.197296;0.199308;0.309893;0.306424;0.398842;0;1;0;0;0;
0.229124;0.280778;0.428479;0.384497;0.155508;0.27509;0.171285;0.33089;0.274729;0.381393;0;1;0;0;0;
0.183745;0.252067;0.431793;0.343414;0.186704;0.298548;0.20788;0.36104;0.293078;0.390501;0;1;0;0;0;
0.16996;0.230118;0.399072;0.326035;0.196385;0.3018;0.158848;0.387512;0.229878;0.318456;0;0;0;0;1;
0.182036;0.201138;0.369397;0.299676;0.172256;0.285642;0.175293;0.308677;0.28698;0.333202;0;0;0;0;1;
0.226497;0.216034;0.321498;0.346403;0.161158;0.272635;0.202493;0.25476;0.372164;0.297165;0;0;0;0;1;
0.234728;0.171913;0.316309;0.356066;0.1786;0.27152;0.183434;0.242554;0.375799;0.303547;0;0;0;0;1;
0.31256;0.193415;0.297285;0.371563;0.143205;0.227862;0.215727;0.161258;0.347356;0.306361;0;0;0;0;1;
0.357074;0.167362;0.292278;0.274356;0.175055;0.246931;0.24674;0.147901;0.31361;0.366946;0;1;0;0;0;
0.337163;0.193813;0.299518;0.313695;0.122625;0.275522;0.24388;0.159083;0.283029;0.30767;0;1;0;0;0;
0.315755;0.193395;0.25047;0.314628;0.122481;0.294332;0.201769;0.165093;0.3049;0.280943;0;1;0;0;0;
0.302864;0.158458;0.236956;0.272755;0.150481;0.335925;0.214206;0.154252;0.271797;0.229684;0;1;0;0;0;
0.281728;0.206683;0.229566;0.238904;0.121708;0.357251;0.191648;0.148389;0.232876;0.204942;0;1;0;0;0;
0.198528;0.194302;0.161224;0.239052;0.157627;0.420743;0.246434;0.187787;0.159812;0.160241;0;1;0;0;0;
0.205618;0.165578;0.150732;0.187086;0.121849;0.414573;0.233032;0.157653;0.164499;0.14197;0;1;0;0;0;
0.185;0.061889;0.702126;0.215053;0.0576397;0.0650997;0.0931186;0.0718651;0.720017;0.442676;0;1;0;0;0;
0.211821;0.0528821;0.638696;0.169801;0.106275;0.0915654;0.0777321;0.0827895;0.719991;0.486784;0;1;0;0;0;
0.76361;0.0918947;0.633028;0.198133;0.0829329;0.0899033;0.105288;0.0771035;0.671441;0.461665;0;1;0;0;0;
0.708586;0.0968456;0.575682;0.211468;0.0838291;0.144739;0.0922003;0.102961;0.623532;0.476336;0;1;0;0;0;
0.70076;0.0907251;0.543711;0.189726;0.110168;0.158637;0.0776597;0.112668;0.58568;0.455712;0;1;0;0;0;
0.661701;0.100959;0.541329;0.156865;0.110694;0.176151;0.0848529;0.0743257;0.558304;0.456517;0;1;0;0;0;
0.63774;0.0542045;0.513462;0.157983;0.108758;0.204197;0.0837453;0.0748405;0.560633;0.495447;0;1;0;0;0;
0.570803;0.110628;0.462189;0.185989;0.062812;0.244598;0.0669573;0.119031;0.51901;0.491163;0;1;0;0;0;
0.583841;0.0768304;0.473974;0.176999;0.102353;0.295756;0.454234;0.0770527;0.470728;0.474995;0;1;0;0;0;
0.544285;0.0694938;0.412965;0.156421;0.0853761;0.289024;0.449439;0.118507;0.438948;0.474901;0;1;0;0;0;
0.522851;0.0572875;0.424118;0.18682;0.0561591;0.302255;0.448827;0.0701844;0.397107;0.439873;0;1;0;0;0;
0.477807;0.0603089;0.35166;0.181767;0.054894;0.376066;0.447915;0.118881;0.384757;0.386122;0;1;0;0;0;
0.429261;0.387454;0.323102;0.177627;0.0563821;0.391362;0.497434;0.115814;0.374578;0.370619;0;1;0;0;0;
0.387519;0.416726;0.293891;0.213448;0.0630769;0.442365;0.468096;0.0887705;0.35117;0.311679;0;1;0;0;0;
0.345886;0.429023;0.312294;0.19916;0.0945151;0.437334;0.481802;0.0680126;0.275841;0.296518;0;0;0;1;0;
0.397323;0.397183;0.28729;0.272927;0.103061;0.462749;0.446299;0.128923;0.289324;0.289815;0;0;0;1;0;
0.456219;1.27906;0.285581;0.279363;0.0789153;0.437185;0.404131;0.114181;0.318271;0.304647;0;0;0;1;0;
0.514704;1.32972;0.28172;0.315186;0.062441;0.403586;0.42044;0.169983;0.367173;0.255766;0;0;0;1;0;
0.443173;1.32576;0.331753;0.311972;0.10757;0.238075;0.407447;0.167888;0.42184;0.303741;0;0;0;1;0;
0.447638;0.0950341;0.322049;0.269093;0.0952982;0.190566;0.364831;0.260132;0.463987;0.325741;0;1;0;0;0;
0.413277;1.09678;0.34728;0.273666;0.111447;0.188561;0.380004;0.284635;0.417463;0.269685;0;1;0;0;0;
0.386363;1.17111;0.274518;0.221534;0.145737;0.26954;0.366948;0.334238;0.357164;0.248957;0;1;0;0;0;
0.384043;1.20018;0.230216;0.192152;0.134206;0.29997;0.328559;0.272743;0.3264;0.222524;0;1;0;0;0;
0.392099;1.28826;0.235179;0.15779;0.159454;0.299818;0.30745;0.248069;0.320577;0.208924;0;1;0;0;0;
0.325302;1.32347;0.181451;0.165043;0.166852;0.31437;0.313279;0.217282;0.29526;0.178794;0;1;0;0;0;
0.341876;0.397825;0.15299;0.161639;0.216144;0.370054;0.313952;0.207753;0.237022;0.135522;0;1;0;0;0;
0.293009;0.380168;0.168585;0.0833222;0.251659;0.372607;0.264372;0.166137;0.19239;0.131139;0;1;0;0;0;
0.314305;0.372715;0.118681;0.0975082;0.269677;0.416046;0.280562;0.159063;0.146635;0.0837588;0;0;0;1;0;
0.286579;0.380963;0.144727;0.106576;0.246903;0.357646;0.254474;0.124014;0.185894;0.112399;0;0;0;1;0;
0.2388;1.05671;0.169004;0.0982637;0.258733;0.262559;0.27327;0.0931304;0.238711;0.113551;0;0;0;1;0;
0.256532;0.94846;0.171957;0.0733642;0.199819;0.229551;0.30302;0.13194;0.316397;0.155081;0;0;0;1;0;
0.252132;0.911311;0.208407;0.125981;0.162381;0.183933;0.303142;0.134371;0.27911;0.156534;0;0;0;1;0;
0.262494;0.819938;0.312222;0.137969;0.168551;0.18922;0.304373;0.112226;0.285111;0.201093;0;0;0;1;0;
0.258223;0.801726;0.286488;0.126633;0.168852;0.177612;0.342066;0.124091;0.265234;0.202455;0;0;0;1;0;
0.270325;0.753608;0.264586;0.161099;0.159729;0.130253;1.05796;0.114835;0.245398;0.280941;0;0;0;1;0;
0.267009;0.69115;0.280939;0.206306;0.118683;0.154166;0.942689;0.151899;0.222748;0.286612;0;0;0;1;0;
0.280184;0.309384;0.239558;0.233549;0.151672;0.155984;0.847819;0.140094;0.263204;0.257403;0;0;0;1;0;
0.3144;0.71319;0.238785;0.27615;0.156808;0.16862;0.829627;0.136801;0.248971;0.236538;0;0;0;1;0;
0.310762;0.691172;0.254588;0.296068;0.16585;0.156157;0.733055;0.180838;0.299229;0.268343;0;1;0;0;0;
0.307484;0.728248;0.207141;0.22447;0.135381;0.204145;0.778838;0.182456;0.229301;0.228493;0;1;0;0;0;
0.289525;0.668516;0.199953;0.189584;0.151103;0.224202;0.744813;0.192164;0.183533;0.187836;0;1;0;0;0;
0.220644;0.203685;0.14391;0.200643;0.160228;0.246248;0.77617;0.161886;0.171098;0.186749;0;1;0;0;0;
0.187691;0.464389;0.14539;0.176253;0.125749;0.248735;0.757686;0.174296;0.140786;0.103933;0;0;0;1;0;
0.194321;0.204364;0.140798;0.137093;0.134851;0.299252;0.683845;0.197449;0.133808;0.144235;0;0;0;1;0;
0.844024;0.737445;0.134224;0.115561;0.185128;0.30053;0.711105;0.247058;0.202808;0.140865;0;0;0;1;0;
0.782004;0.777422;0.180763;0.14686;0.179494;0.313076;0.660656;0.192775;0.223715;0.151938;0;0;0;1;0;
0.751113;0.721282;0.178149;0.12941;0.206222;0.307388;0.656605;0.163003;0.217634;0.167246;0;0;0;1;0;
0.690298;0.593254;0.16407;0.146306;0.178263;0.240619;0.6479;0.202213;0.869558;0.164147;0;0;0;1;0;
0.654162;0.521398;0.188896;0.160467;0.234222;0.216958;0.282894;0.160646;0.752879;0.161661;0;0;0;1;0;
0.620078;0.426716;0.871797;0.117356;0.252858;0.142251;0.188878;0.187284;0.751684;0.196465;0;0;0;1;0;
0.631168;0.409706;0.791568;0.156708;0.230062;0.150802;0.758315;0.13639;0.659617;0.192137;0;0;0;1;0;
0.617821;0.363591;0.752139;0.177929;0.20425;0.114577;0.708838;0.129771;0.685921;0.25752;0;1;0;0;0;
0.610885;0.401427;0.698863;0.161373;0.188929;0.182379;0.719752;0.142096;0.646341;0.186798;0;1;0;0;0;
0.587548;0.433425;0.670247;0.163664;0.213768;0.178588;0.730871;0.158311;0.609544;0.867659;0;1;0;0;0;
0.538954;0.435663;0.672861;0.149579;0.197705;0.23058;0.13153;0.113108;0.58528;0.859222;0;1;0;0;0;
0.524296;0.420896;0.637029;0.128968;0.126341;0.222799;0.150809;0.0942998;0.572174;0.789908;0;1;0;0;0;
0.483081;0.479566;0.635894;0.0629869;0.115693;0.29846;0.219138;0.111403;0.50342;0.791945;0;1;0;0;0;
0.461483;0.493954;0.563644;0.0540573;0.0963034;0.287756;0.226612;0.0698935;0.526043;0.753007;0;1;0;0;0;
0.433934;0.136602;0.558992;0.0866498;0.0766968;0.357907;0.225096;0.076179;0.450002;0.689862;0;1;0;0;0;
0.450784;0.100186;0.537317;0.959387;0.109533;0.388436;0.301234;0.0545337;0.467545;0.670878;0;1;0;0;0;
0.385169;0.123307;0.491124;0.879485;0.0911194;0.371204;0.225971;0.0660893;0.427167;0.612676;0;1;0;0;0;
0.388335;0.110175;0.459944;0.845441;0.0497987;0.40556;0.271746;0.041376;0.382509;0.530172;0;1;0;0;0;
0.338055;0.172373;0.402964;0.785757;0.0423233;0.426989;0.328455;0.82798;0.382572;0.54509;0;1;0;0;0;
0.33326;0.167007;0.357944;0.752618;0.0361459;0.448627;0.346338;0.863187;0.335024;0.474852;0;1;0;0;0;
