+33;+90;0;-33;-90;180;+60;-60;+20;-20;stop;forward;backward;left;right;
0.314339;0.194177;0.414185;0.335254;0.629904;0.164487;0.245397;0.195318;0.432334;0.422694;0;1;0;0;0;
0.356107;0.212766;0.375742;0.386997;0.150202;0.224043;0.229104;0.194306;0.419416;0.364612;0;1;0;0;0;
0.325237;0.215777;0.359519;0.377229;0.137467;0.230512;0.239454;0.153032;0.364605;0.376853;0;1;0;0;0;
0.301082;0.231632;0.343211;0.33955;0.140742;0.281315;0.235223;0.170149;0.383222;0.305574;0;1;0;0;0;
0.313467;0.171622;0.318825;0.313866;0.125585;0.26835;0.178523;0.196368;0.305967;0.322776;0;1;0;0;0;
0.292396;0.171207;0.286463;0.276746;0.125782;0.336884;0.173161;0.209453;0.281282;0.269805;0;1;0;0;0;
0.321203;0.17753;0.234401;0.270933;0.134068;0.355021;0.173172;0.186393;0.248713;0.238627;0;1;0;0;0;
0.30197;0.179972;0.23452;0.254785;0.123032;0.368426;0.211976;0.216743;0.209359;0.186383;0;1;0;0;0;
0.23009;0.160944;0.186476;0.227793;0.17573;0.416549;0.199655;0.213082;0.207305;0.186384;0;1;0;0;0;
0.196915;0.194214;0.155189;0.18015;0.149916;0.42711;0.172312;0.197964;0.15119;0.121702;0;1;0;0;0;
0.200601;0.0722414;0.713403;0.157869;0.0663282;0.0511686;0.114072;0.11061;0.727015;0.476478;0;1;0;0;0;
0.192724;0.0628098;0.652895;0.177903;0.105748;0.0471909;0.121741;0.11123;0.705915;0.442553;0;1;0;0;0;
0.776205;0.0746895;0.653874;0.165527;0.105677;0.0908842;0.124396;0.0667646;0.651222;0.483844;0;1;0;0;0;
0.711983;0.0743377;0.609228;0.171766;0.067196;0.122467;0.0995274;0.0801357;0.606275;0.494667;0;1;0;0;0;
0.685093;0.0831324;0.570556;0.198795;0.0915659;0.162017;0.0732967;0.0701913;0.595257;0.469036;0;1;0;0;0;
0.684778;0.0775102;0.559413;0.173331;0.0614629;0.194714;0.0761536;0.0833224;0.579154;0.485792;0;1;0;0;0;
0.633031;0.0607532;0.517909;0.161344;0.104535;0.230308;0.0802127;0.105442;0.558598;0.472379;0;1;0;0;0;
0.569448;0.0754345;0.456491;0.173143;0.0954138;0.234987;0.110597;0.107055;0.488635;0.446437;0;1;0;0;0;
0.578584;0.074657;0.46818;0.207367;0.0913766;0.293126;0.469179;0.0779807;0.508758;0.473882;0;1;0;0;0;
0.528687;0.105276;0.428365;0.177093;0.0775454;0.286749;0.482751;0.100075;0.471231;0.428288;0;1;0;0;0;
0.505028;0.0942385;0.408857;0.156416;0.0915318;0.321762;0.473191;0.115642;0.39059;0.423046;0;1;0;0;0;
0.464272;0.0881421;0.395431;0.207108;0.0659241;0.346067;0.495194;0.112106;0.371799;0.413145;0;1;0;0;0;
0.438099;0.412067;0.312848;0.194589;0.0627804;0.404114;0.48128;0.0975593;0.347218;0.380043;0;1;0;0;0;
0.396738;0.402357;0.321797;0.202679;0.0969232;0.442489;0.45907;0.12289;0.326497;0.318907;0;1;0;0;0;
0.336067;0.419239;0.277764;0.166674;0.0724475;0.432227;0.502935;0.107105;0.30077;0.269021;0;0;0;1;0;
0.374274;0.411155;0.258023;0.251319;0.0597632;0.472214;0.421843;0.107468;0.331026;0.26187;0;0;0;1;0;
0.434737;1.27722;0.316382;0.328657;0.0673859;0.448466;0.420755;0.160169;0.32231;0.270334;0;0;0;1;0;
0.53093;1.30795;0.32572;0.322856;0.0699601;0.38261;0.390859;0.170641;0.352533;0.312263;0;0;0;1;0;
0.450379;1.30909;0.335351;0.290452;0.101497;0.262595;0.373945;0.192208;0.383693;0.299205;0;0;0;1;0;
0.401443;0.0914353;0.323993;0.267264;0.0965292;0.181356;0.381493;0.23681;0.456967;0.326093;0;0;0;1;0;
0.388307;0.123287;0.372651;0.261107;0.126461;0.137398;0.371585;0.32064;0.52432;0.3003;0;1;0;0;0;
0.385222;0.0766482;0.364843;0.248691;0.136083;0.188337;0.360147;0.342306;0.481497;0.28949;0;1;0;0;0;
0.391187;0.990134;0.319859;0.259426;0.144972;0.16897;0.343233;0.299131;0.461061;0.275136;0;1;0;0;0;
0.334856;1.04173;0.305112;0.22787;0.205859;0.24107;0.344651;0.270513;0.447625;0.232004;0;1;0;0;0;
0.304577;1.06847;0.252495;0.201065;0.177264;0.284512;0.299152;0.228374;0.404786;0.184577;0;1;0;0;0;
0.319415;1.09642;0.263498;0.139479;0.252278;0.272474;0.298599;0.238114;0.366596;0.204325;0;1;0;0;0;
0.269943;1.16611;0.188814;0.135746;0.257621;0.336925;0.309818;0.214294;0.297202;0.180818;0;0;0;1;0;
0.259005;0.985248;0.234451;0.147204;0.300734;0.28385;0.313065;0.161594;0.340496;0.152378;0;0;0;1;0;
0.251494;0.893108;0.300124;0.181253;0.28094;0.215905;0.272885;0.148398;0.28401;0.180697;0;0;0;1;0;
0.245155;0.8359;0.337074;0.156672;0.249739;0.167034;0.335787;0.167573;0.296977;0.248477;0;0;0;1;0;
0.235952;0.773922;0.295066;0.173767;0.258243;0.179853;0.316507;0.16865;0.254297;0.23383;0;1;0;0;0;
0.241254;0.786823;0.304074;0.147399;0.242748;0.211512;0.304205;0.134206;0.258837;0.265645;0;1;0;0;0;
0.183159;0.804315;0.260884;0.152705;0.187092;0.252289;0.253287;0.143035;0.211864;0.237023;0;1;0;0;0;
0.185286;0.778788;0.257653;0.152652;0.162198;0.262186;0.272974;0.114251;0.183283;0.202483;0;1;0;0;0;
0.174155;0.806019;0.176603;0.149962;0.179055;0.31043;0.193862;0.121915;0.170687;0.184696;0;0;0;1;0;
0.168884;0.795283;0.164333;0.109312;0.140483;0.242779;0.252006;0.121688;0.160375;0.227401;0;0;0;1;0;
0.163604;0.744508;0.163899;0.169184;0.160021;0.250193;0.282245;0.137238;0.159647;0.236551;0;0;0;1;0;
0.159856;0.708403;0.16539;0.20977;0.141359;0.222357;0.951261;0.12015;0.139421;0.190431;0;0;0;1;0;
0.20059;0.68198;0.169977;0.222457;0.110834;0.246833;0.881504;0.154937;0.150842;0.15358;0;0;0;1;0;
0.229961;0.69505;0.128789;0.201054;0.118312;0.240804;0.794888;0.178597;0.175949;0.173224;0;0;0;1;0;
0.208044;0.186524;0.15566;0.188271;0.145968;0.260576;0.776616;0.170027;0.157051;0.162213;0;0;0;1;0;
0.239011;0.698435;0.161368;0.200789;0.158103;0.233869;0.702762;0.200905;0.169343;0.131358;0;0;0;1;0;
0.89033;0.714798;0.14383;0.193443;0.130663;0.221286;0.694149;0.22275;0.216356;0.168954;0;0;0;1;0;
0.778997;0.748563;0.154897;0.155571;0.154397;0.27463;0.70809;0.217293;0.235546;0.145999;0;0;0;1;0;
0.718221;0.631265;0.22665;0.150679;0.194798;0.273035;0.656771;0.222726;0.971503;0.154942;0;1;0;0;0;
0.739862;0.711722;0.19929;0.143379;0.203332;0.313532;0.654635;0.170714;0.23131;0.142627;0;1;0;0;0;
0.689734;0.756472;0.146163;0.135833;0.193408;0.321067;0.632169;0.179533;0.231123;0.11382;0;1;0;0;0;
0.720678;0.756222;0.104218;0.107412;0.232557;0.381036;0.603604;0.13889;0.1461;0.108759;0;1;0;0;0;
0.698703;0.169615;0.0919285;0.028418;0.216892;0.423331;0.589231;0.122231;0.157402;0.0899527;0;0;0;1;0;
0.645305;0.723823;0.103613;0.0355032;0.226149;0.313024;0.634189;0.0868369;0.796504;0.0614152;0;0;0;1;0;
0.645516;0.595109;0.13623;0.0777049;0.183108;0.259298;0.584987;0.106052;0.710844;0.0764615;0;0;0;1;0;
0.586856;0.546906;0.160394;0.0893365;0.149739;0.254548;0.354551;0.07206;0.668455;0.0983653;0;0;0;1;0;
0.561872;0.523687;0.783395;0.0516724;0.182235;0.216232;0.272483;0.115442;0.656189;0.10747;0;0;0;1;0;
0.591431;0.482021;0.686394;0.10155;0.166752;0.202836;0.200344;0.10133;0.588541;0.154887;0;0;0;1;0;
0.621197;0.420791;0.66665;0.0872597;0.129867;0.184303;0.185176;0.119249;0.578007;0.796838;0;0;0;1;0;
