+33;+90;0;-33;-90;180;+60;-60;+20;-20;+75;-75;+45;-45;+24;-24;+8;-8;stop;forward;backward;left;right;
0.180473;0.0619823;0.672451;0.206806;0.0582677;0.0275405;0.0817402;0.102371;0.701374;0.448456;0.0594448;0.0900697;0.145903;0.0953141;0.778508;0.269357;0.705323;0.674686;0;1;0;0;0;
0.174975;0.102773;0.675882;0.198219;0.0891379;0.0748858;0.0786203;0.0719035;0.667352;0.454899;0.094914;0.05943;0.141619;0.128246;0.729172;0.272108;0.673794;0.653964;0;1;0;0;0;
0.754536;0.0741423;0.65517;0.207403;0.0861423;0.125455;0.0934328;0.0968292;0.679649;0.458317;0.0728152;0.0961072;0.127378;0.0940676;0.68178;0.261302;0.667817;0.609831;0;1;0;0;0;
0.744091;0.0962786;0.630798;0.201844;0.0848325;0.149776;0.0677776;0.121926;0.601543;0.495745;0.0949057;0.106984;0.12444;0.12478;0.667001;0.312231;0.623303;0.589302;0;1;0;0;0;
0.702381;0.0635045;0.561696;0.216237;0.107505;0.179711;0.0757757;0.0752931;0.612196;0.447896;0.074402;0.0998736;0.0901768;0.093495;0.608564;0.282762;0.578588;0.605692;0;1;0;0;0;
0.66468;0.0529136;0.529252;0.216107;0.0866171;0.212332;0.113209;0.0732151;0.565359;0.445218;0.0619434;0.0597857;0.123365;0.0926002;0.632237;0.258951;0.563734;0.533256;0;1;0;0;0;
0.637938;0.0742612;0.492906;0.171679;0.0931276;0.213102;0.0906019;0.101589;0.511365;0.454466;0.109934;0.0737835;0.60591;0.088634;0.586353;0.303224;0.518353;0.530326;0;1;0;0;0;
0.61782;0.0581735;0.469285;0.166431;0.0607908;0.218525;0.0970604;0.0755442;0.53489;0.493132;0.0833831;0.111298;0.583493;0.102969;0.52843;0.285473;0.470395;0.472398;0;1;0;0;0;
0.574688;0.0804625;0.428893;0.209232;0.110806;0.295701;0.503676;0.0859693;0.468778;0.494786;0.0991145;0.0830711;0.56792;0.117445;0.529616;0.29047;0.436;0.493049;0;1;0;0;0;
0.543543;0.0897257;0.400304;0.208927;0.0963236;0.286402;0.499438;0.0911047;0.468897;0.441503;0.0833012;0.0602179;0.594442;0.140637;0.504365;0.274854;0.433322;0.45049;0;1;0;0;0;
0.502469;0.112032;0.411938;0.210133;0.0565057;0.355484;0.476431;0.0887615;0.429625;0.403016;0.450035;0.0576497;0.557715;0.128996;0.463264;0.258869;0.376758;0.381233;0;1;0;0;0;
0.435789;0.069909;0.367869;0.198223;0.0900594;0.382155;0.483586;0.123522;0.416103;0.381423;0.418363;0.108368;0.578221;0.12913;0.402399;0.278736;0.360053;0.395268;0;0;0;1;0;
0.500434;0.113211;0.348767;0.224601;0.0650455;0.354641;0.443652;0.115692;0.4066;0.357343;0.407205;0.0985785;0.530688;0.168673;0.414219;0.421128;0.390701;0.384541;0;0;0;1;0;
0.572757;0.0864397;0.363311;0.354901;0.107062;0.399208;0.391486;0.125114;0.435179;0.347318;0.425284;0.0764185;0.448707;0.205975;0.50899;0.374154;0.408141;0.382796;0;0;0;1;0;
0.489577;0.0834184;0.396849;0.389622;0.0829959;0.403925;0.389394;0.131318;0.440414;0.390579;0.0803484;0.136066;0.405427;0.236775;0.54042;0.394072;0.442659;0.404502;0;0;0;1;0;
0.436254;0.1035;0.446978;0.403421;0.115301;0.263196;0.388119;0.208457;0.489224;0.368643;0.0971785;0.102438;0.405114;0.375809;0.531544;0.34531;0.431625;0.374118;0;1;0;0;0;
0.425313;0.0668713;0.385146;0.337904;0.119445;0.294559;0.394955;0.205589;0.507304;0.372876;1.24856;0.127534;0.393293;0.357677;0.501227;0.340687;0.423356;0.341048;0;1;0;0;0;
0.430963;0.0746637;0.345909;0.293499;0.114348;0.33585;0.384323;0.24332;0.471634;0.318967;1.25536;0.176941;0.407741;0.378977;0.486734;0.334702;0.366553;0.358069;0;1;0;0;0;
0.397353;1.29588;0.322229;0.294086;0.116665;0.330272;0.36985;0.239845;0.389854;0.281092;0.350486;0.149507;0.388871;0.329697;0.482744;0.272772;0.369187;0.302946;0;1;0;0;0;
0.391706;1.29713;0.291208;0.255144;0.156204;0.357692;0.322848;0.288235;0.360547;0.242704;0.360937;0.182647;0.359292;0.276932;0.455162;0.236776;0.341489;0.290017;0;1;0;0;0;
0.376902;1.29921;0.24764;0.222939;0.169069;0.403343;0.355573;0.311414;0.33906;0.269317;0.377358;0.199582;0.342555;0.23742;0.396075;0.240996;0.312301;0.228235;0;1;0;0;0;
0.407679;1.28067;0.260436;0.194302;0.151927;0.451324;0.296899;0.280164;0.301366;0.216001;0.344988;0.205694;0.304614;0.214148;0.35207;0.19512;0.272989;0.244205;0;1;0;0;0;
0.39012;0.358531;0.222915;0.195917;0.208423;0.489289;0.32362;0.286995;0.305313;0.207078;0.326823;0.23932;0.300973;0.183405;0.340632;0.201505;0.260952;0.182596;0;0;0;1;0;
0.314257;1.28159;0.21568;0.166882;0.23081;0.342584;0.308637;0.270081;0.289173;0.224748;0.320476;0.245202;0.293507;0.205388;0.366773;0.190508;0.292265;0.202159;0;0;0;1;0;
0.336952;1.04107;0.281639;0.180051;0.243988;0.293417;0.335575;0.211677;0.361148;0.216308;0.320184;0.286528;0.310716;0.17231;0.370825;0.218891;0.293846;0.219878;0;0;0;1;0;
