+33;+90;0;-33;-90;180;stop;forward;backward;left;right;
0.170583;0.0582988;0.67567;0.168461;0.0706511;0.0200191;01000
0.191659;0.106995;0.663384;0.189448;0.109016;0.061206;01000
0.761902;0.0957095;0.646268;0.173209;0.0886559;0.0813071;01000
0.759936;0.0976314;0.587955;0.162615;0.0998553;0.100269;01000
0.686264;0.0902356;0.558046;0.156618;0.0558659;0.138664;01000
0.65484;0.0734687;0.515139;0.204772;0.101685;0.188639;01000
0.652586;0.101888;0.545072;0.213024;0.0887047;0.236875;01000
0.578129;0.0574086;0.505276;0.213394;0.09981;0.260322;01000
0.579549;0.101941;0.470351;0.160068;0.105508;0.280522;01000
0.501031;0.066341;0.435966;0.173353;0.108805;0.285579;01000
0.477762;0.107521;0.374593;0.19108;0.0625411;0.300524;01000
0.438037;0.0624899;0.376219;0.186043;0.0778873;0.347322;01000
0.412655;0.416644;0.319358;0.201362;0.0615078;0.359681;01000
0.385997;0.427709;0.288751;0.213507;0.0819258;0.396423;01000
0.327112;0.396563;0.271499;0.196966;0.0994255;0.466151;01000
0.328081;0.410883;0.270313;0.190142;0.084219;0.460759;01000
0.276896;0.407724;0.21727;0.164692;0.0653453;0.497956;00010
0.314496;0.436609;0.214505;0.233335;0.0951765;0.483061;00010
0.372065;0.404909;0.213464;0.243616;0.0778291;0.493132;00010
0.432568;1.32232;0.258969;0.241388;0.0834152;0.377597;00010
0.456355;1.37825;0.273793;0.21016;0.124608;0.260535;00010
0.425111;1.18224;0.256449;0.239276;0.110817;0.200098;00010
0.373395;0.991743;0.319086;0.201387;0.123655;0.113441;00010
0.394228;0.125954;0.343599;0.246948;0.143464;0.133816;01000
0.341775;0.898284;0.33074;0.182832;0.162664;0.11212;01000
0.324752;0.927884;0.278113;0.188077;0.211587;0.138992;01000
0.343945;0.983965;0.270847;0.188319;0.207872;0.170489;01000
0.329661;0.981381;0.257933;0.148267;0.241072;0.211414;01000
0.305885;1.03233;0.184207;0.126503;0.271372;0.279104;01000
0.275293;1.05601;0.180362;0.0856715;0.261406;0.293023;01000
0.260192;1.08471;0.125546;0.095622;0.256637;0.32351;00010
0.241116;0.981975;0.184857;0.0761449;0.216741;0.267636;00010
0.228799;0.885169;0.232218;0.0922071;0.179905;0.223781;00010
0.20202;0.808455;0.29528;0.0933393;0.146524;0.192788;00010
0.220966;0.78421;0.280982;0.154248;0.14305;0.200694;00010
0.213623;0.765874;0.22072;0.133814;0.115549;0.1609;00010
0.216674;0.709125;0.260232;0.153808;0.161825;0.17012;00010
0.282539;0.215373;0.217116;0.241593;0.130937;0.161716;00010
0.291966;0.681318;0.203021;0.271688;0.138451;0.145837;00010
0.303529;0.685356;0.210403;0.238223;0.137964;0.141274;00010
0.976693;0.751505;0.251236;0.249956;0.147869;0.150773;00010
0.874281;0.766954;0.251492;0.224275;0.134458;0.180387;01000
0.872879;0.73782;0.232447;0.187247;0.158724;0.205822;01000
0.85871;0.723745;0.189476;0.17253;0.165702;0.250317;01000
0.855223;0.727261;0.130861;0.151171;0.182834;0.263153;01000
0.873449;0.216667;0.127791;0.148951;0.154046;0.292783;00010
0.766517;0.723181;0.1095;0.114755;0.196959;0.309479;00010
0.742691;0.716474;0.157335;0.121884;0.190525;0.339699;00010
0.678469;0.605276;0.178225;0.10773;0.248686;0.278074;00010
0.66191;0.514913;0.181972;0.125949;0.229456;0.248878;00010
0.632497;0.464665;0.866028;0.128302;0.273987;0.178488;00010
0.612723;0.449135;0.764632;0.109433;0.196119;0.173591;00010
0.603694;0.37566;0.757462;0.146645;0.202674;0.148051;00010
0.431648;0.371897;0.684637;0.180197;0.177549;0.122553;01000
0.486794;0.393756;0.638754;0.145923;0.158252;0.171935;01000
0.592193;0.408229;0.600656;0.128836;0.140435;0.218347;01000
0.523453;0.401376;0.615414;0.122647;0.140748;0.192201;01000
0.535199;0.428856;0.596025;0.106081;0.10878;0.240194;01000
0.473676;0.416033;0.553122;0.974475;0.137717;0.303259;01000
0.466906;0.414814;0.542517;0.944822;0.132353;0.297668;01000
0.41649;0.117774;0.457823;0.887373;0.119318;0.343845;01000
0.427207;0.0825251;0.480105;0.814692;0.0956032;0.394355;01000
0.392525;0.128724;0.447601;0.751832;0.0467212;0.392807;01000
0.372819;0.115519;0.387716;0.714961;0.0476711;0.437649;01000
0.314206;0.128585;0.352624;0.713625;0.0743085;0.443204;01000
0.286037;0.188699;0.344817;0.640181;0.0655767;0.458101;01000
0.27766;0.181325;0.315457;0.591531;0.159299;0.51679;01000
0.231981;0.18895;0.286874;0.522872;0.208516;0.516837;01000
0.221257;0.188935;0.255225;0.463555;0.279389;0.543244;01000
0.188428;0.194849;0.216565;0.466054;0.346005;0.602802;01000
0.194496;0.243746;0.175517;0.369644;0.410542;0.615164;00001
0.18831;0.248911;0.220878;0.464447;0.314328;0.676977;00001
0.18906;0.292257;0.227532;0.673097;0.253023;0.742156;00001
0.149468;0.315103;0.264045;0.779602;0.186223;0.797457;00001
0.208754;0.327261;0.318772;0.752808;0.17089;0.661832;00001
0.191204;0.30397;0.402756;0.786415;0.177106;0.64204;00001
0.216004;0.259978;0.487624;0.75694;0.173009;0.170119;00001
0.222469;0.22941;0.61585;0.773232;0.103132;0.177222;01000
0.220616;0.216241;0.572905;0.739034;0.142056;0.203598;01000
0.184435;0.243213;0.552533;0.705471;0.149456;0.215041;01000
0.206796;0.228905;0.515502;0.662637;0.150929;0.276693;01000
0.208295;0.221942;0.495768;0.641898;0.195308;0.294395;01000
0.193181;0.190762;0.456798;0.646557;0.167837;0.343442;01000
0.171115;0.193283;0.417909;0.58776;0.233064;0.320074;01000
0.137435;0.165256;0.41065;0.597269;0.211496;0.364725;00001
0.171383;0.161606;0.53329;0.606353;0.19639;0.359648;00001
0.160484;0.162942;0.560827;0.583382;0.222103;0.32381;00001
0.22572;0.157017;0.557122;0.658524;0.214435;0.359821;01000
0.229233;0.140274;0.515316;0.619151;0.186764;0.35607;01000
0.228823;0.142514;0.54318;0.585135;0.229576;0.417119;01000
0.23531;0.147594;0.474132;0.527876;0.22369;0.39828;01000
0.198463;0.1264;0.469625;0.509315;0.217187;0.423319;01000
0.211695;0.143163;0.44869;0.467059;0.240908;0.469173;01000
0.225703;0.115213;0.380586;0.436378;0.199836;0.48246;01000
0.171939;0.104649;0.383538;0.418138;0.225485;0.565086;01000
0.196501;0.114804;0.363304;0.365702;0.206422;0.562364;01000
0.203781;0.106494;0.316188;0.380255;0.243541;0.573395;01000
0.162694;0.125781;0.252019;0.344203;0.236298;0.636396;01000
0.165263;0.0986128;0.224717;0.293832;0.226766;0.627607;01000
0.157978;0.107376;0.224133;0.238239;0.761377;0.660195;01000
0.192889;0.116052;0.198731;0.243101;0.759775;0.705809;00001
0.234342;0.11072;0.213422;0.222014;0.747427;0.721522;00001
0.21286;0.0836441;0.199058;0.299299;0.243665;0.729733;00001
0.187789;0.103455;0.179391;0.319633;0.226353;0.67941;00001
0.172862;0.12521;0.205244;0.365616;0.259117;0.427907;00001
0.170092;0.0870744;0.235843;0.416378;0.261864;0.277955;00001
0.172286;0.127669;0.222338;0.531834;0.262125;0.238928;00001
0.190731;0.134613;0.255491;0.70421;0.328816;0.18142;00001
0.219453;0.18128;0.294528;0.691305;0.362053;0.157785;00001
0.203125;0.183293;0.352751;0.722084;0.365568;0.100337;01000
0.177213;0.241497;0.352061;0.658982;0.331284;0.107145;01000
0.1827;0.27362;0.292286;0.663114;0.304227;0.176707;01000
0.13654;0.27153;0.243397;0.645732;0.293827;0.198398;01000
0.130736;0.259228;0.242639;0.581501;0.280872;0.197141;01000
0.137922;0.242194;0.178484;0.582808;0.237338;0.269033;01000
0.0755308;0.175458;0.2039;0.538406;0.217141;0.262903;00001
0.0894901;0.206585;0.246649;0.549769;0.240955;0.24672;00001
0.113974;0.172504;0.30547;0.569919;0.292726;0.239706;00001
0.124742;0.15211;0.35219;0.565389;0.369349;0.212315;00001
0.162656;0.165293;0.544556;0.604069;0.519757;0.217427;00001
0.170971;0.149316;0.560765;0.598008;1.24771;0.205472;00001
0.235667;0.138414;0.581681;0.628923;0.863722;0.162436;00001
0.259474;0.124433;0.563527;0.68521;0.885765;0.175226;01000
0.258672;0.150172;0.551199;0.654104;0.847645;0.185708;01000
0.294933;0.115489;0.502728;0.603112;0.850709;0.219719;01000
0.271099;0.102363;0.467504;0.591547;0.848855;0.258919;01000
0.291923;0.14618;0.411412;0.559789;0.882446;0.307837;01000
0.287918;0.155366;0.404664;0.532431;0.898138;0.340612;01000
0.287874;0.136717;0.37855;0.451917;0.880706;0.354988;01000
0.253339;0.108314;0.322567;0.428987;0.569561;0.400087;01000
0.301046;0.147967;0.311851;0.396138;0.55307;0.405422;01000
0.291791;0.125947;0.275003;0.395928;0.572109;0.435036;01000
0.292459;0.148898;0.248147;0.309063;0.567319;0.477542;01000
0.286463;0.143145;0.231363;0.279621;0.569762;0.489372;01000
0.292715;0.125784;0.22257;0.235327;0.571784;0.539716;00001
0.228519;0.117669;0.227797;0.304842;0.548524;0.548704;00001
0.250259;0.112364;0.231541;0.358825;0.584229;0.544826;00001
0.194013;0.112279;0.22356;0.376266;0.428786;0.562215;00001
0.204395;0.167362;0.234415;0.463565;0.287216;0.399991;00001
0.213439;0.137732;0.264376;0.580917;0.239943;0.254465;00001
0.228168;0.171292;0.301589;0.522347;0.172648;0.218347;00001
0.189761;0.170553;0.313696;0.492144;0.168482;0.149142;00001
0.205394;0.23432;0.399722;0.523438;0.122588;0.17678;00001
0.224013;0.272673;0.435588;0.477014;0.72002;0.0950945;00001
0.283731;0.309106;0.564385;0.493916;0.696196;0.110145;00001
0.311292;0.320992;0.553571;0.483961;0.611367;0.0667301;01000
0.286039;0.294149;0.497527;0.483774;0.635125;0.0984714;01000
0.265757;0.261953;0.489242;0.447277;0.135815;0.147695;01000
0.235449;0.274054;0.435614;0.400339;0.118207;0.170145;01000
0.233341;0.239399;0.410509;0.418949;0.113978;0.231259;01000
0.232827;0.230283;0.41273;0.344034;0.176554;0.265564;01000
0.211692;0.191444;0.38893;0.359955;0.143897;0.284845;01000
0.181293;0.209524;0.330813;0.32861;0.166705;0.309667;00001
0.18432;0.216379;0.312929;0.305655;0.182151;0.272185;00001
0.246647;0.205498;0.335207;0.346496;0.148744;0.24433;01000
0.254456;0.15731;0.299471;0.31485;0.144095;0.270421;01000
0.236438;0.190813;0.258538;0.266861;0.15577;0.308555;01000
0.225442;0.139903;0.210666;0.247421;0.202147;0.368771;01000
0.217748;0.17714;0.191411;0.205901;0.216236;0.360964;01000
0.227366;0.154514;0.170162;0.16148;0.178221;0.390415;01000
0.213062;0.118477;0.123897;0.124782;0.178928;0.422552;01000
0.210399;0.0881592;0.682713;0.161907;0.0621084;0.0162508;01000
0.170884;0.109846;0.665525;0.197957;0.0891625;0.0461432;01000
0.755785;0.0836472;0.602639;0.186778;0.0864035;0.108145;01000
0.750898;0.0912669;0.62837;0.204439;0.067284;0.142723;01000
0.683343;0.0581223;0.574604;0.21192;0.070111;0.145253;01000
0.678847;0.0641049;0.540368;0.195555;0.0834925;0.157472;01000
0.660057;0.103634;0.51659;0.16599;0.0848631;0.184571;01000
0.576901;0.112177;0.481668;0.16058;0.1077;0.255772;01000
0.536891;0.053733;0.445754;0.19625;0.111439;0.258846;01000
0.509969;0.0696036;0.427236;0.158776;0.0626281;0.296003;01000
0.469147;0.0966262;0.386565;0.204925;0.0874707;0.328099;01000
0.438723;0.0733091;0.395301;0.204976;0.0899381;0.35076;01000
0.420595;0.392966;0.313722;0.178054;0.0742876;0.35859;01000
0.408505;0.403297;0.324096;0.210266;0.10412;0.402814;01000
0.33889;0.383677;0.307838;0.186516;0.0969187;0.443392;00010
0.379063;0.437414;0.296566;0.24267;0.0562384;0.422875;00010
0.434196;1.30077;0.305872;0.309513;0.0836329;0.445703;00010
0.482853;1.33055;0.30159;0.284717;0.0855549;0.408521;01000
0.480218;1.28456;0.275867;0.292792;0.112192;0.391433;01000
0.412425;1.30935;0.25748;0.22135;0.0877436;0.43516;01000
0.379141;0.396263;0.247482;0.180604;0.110853;0.452937;01000
0.311086;0.399653;0.204766;0.176217;0.0994854;0.525726;01000
0.291004;0.376557;0.140171;0.157141;0.146686;0.503119;01000
0.23197;0.364369;0.127575;0.105182;0.143743;0.555317;01000
0.212128;0.345202;0.0856625;0.0795129;0.166277;0.590271;00010
0.270178;0.408275;0.0886509;0.102579;0.172958;0.396117;00010
0.322186;0.442879;0.140838;0.0684355;0.177192;0.323321;00010
0.364499;1.2429;0.157011;0.0754939;0.172557;0.244713;00010
0.330635;1.05058;0.157903;0.069006;0.192209;0.190848;00010
0.323918;0.940622;0.21576;0.105459;0.24053;0.180519;00010
0.299284;0.878612;0.216693;0.0873411;0.181106;0.135409;00010
0.308834;0.836597;0.279423;0.121823;0.157928;0.101112;00010
0.289817;0.754071;0.334261;0.133809;0.142761;0.0982995;00010
0.317747;0.256733;0.288617;0.164282;0.167232;0.133169;00010
0.307186;0.406697;0.293288;0.201447;0.173941;0.0973065;00010
0.350999;0.690282;0.310915;0.221316;0.132037;0.112955;00010
0.381564;0.667101;0.321797;0.289671;0.16925;0.101199;00010
1.114;0.710987;0.276483;0.355087;0.159804;0.0939843;01000
1.09497;0.677715;0.273353;0.334747;0.121015;0.131783;01000
1.10713;0.664744;0.218627;0.302796;0.122425;0.139754;01000
0.29585;0.671641;0.189049;0.242386;0.182674;0.199354;01000
0.271826;0.690974;0.195538;0.199468;0.175494;0.207932;01000
0.249928;0.263874;0.169333;0.182645;0.163883;0.214773;01000
0.213455;0.553905;0.106162;0.144302;0.155998;0.242131;00010
0.194184;0.201515;0.109885;0.153063;0.175099;0.265116;00010
0.820709;0.732905;0.122023;0.125289;0.164434;0.290905;00010
0.765559;0.716941;0.14264;0.129178;0.178746;0.282353;00010
0.716929;0.696064;0.147631;0.116389;0.215365;0.340516;00010
0.674887;0.616632;0.173102;0.147787;0.228775;0.284911;00010
